comparison,city,population_method,difference_m,cells,allocated_population,F_cells,F_allocated_population
p90_minus_mean,Both,all,133.612498148,1,430.687577248,0.949561766165,0.957861071195
p90_minus_mean,Both,all,133.645230426,1,3039.83142437,0.949727137424,0.958359600642
p90_minus_mean,Both,all,134.12924939,1,150.164463439,0.949892508682,0.958384227471
p90_minus_mean,Both,all,134.237440562,1,2448.04882763,0.95005787994,0.958785705139
p90_minus_mean,Both,all,134.243993139,1,1418.26490663,0.950223251199,0.959018299228
p90_minus_mean,Both,all,134.766488185,1,2196.2371255,0.950388622457,0.959378480017
p90_minus_mean,Both,all,134.919925296,1,127.007950889,0.950553993716,0.9593993092
p90_minus_mean,Both,all,135.110558311,1,3511.19597712,0.950719364974,0.959975141984
p90_minus_mean,Both,all,135.277561755,1,640.415300404,0.950884736233,0.960080169481
p90_minus_mean,Both,all,135.278288752,1,2318.89199574,0.951050107491,0.960460465551
p90_minus_mean,Both,all,135.421820522,1,863.143032953,0.95121547875,0.960602020184
p90_minus_mean,Both,all,135.50586659,1,3.79695583876,0.951380850008,0.960602642881
p90_minus_mean,Both,all,135.53018787,1,3358.56843791,0.951546221267,0.961153444894
p90_minus_mean,Both,all,135.854469976,1,284.112202186,0.951711592525,0.961200039024
p90_minus_mean,Both,all,135.901349135,1,550.672955593,0.951876963784,0.961290348862
p90_minus_mean,Both,all,135.99617405,1,3515.65652535,0.952042335042,0.961866913172
p90_minus_mean,Both,all,136.052936898,1,45.8215702676,0.952207706301,0.961874427866
p90_minus_mean,Both,all,136.213904587,1,2361.94790048,0.952373077559,0.962261785064
p90_minus_mean,Both,all,136.219869612,1,394.672953264,0.952538448818,0.962326511051
p90_minus_mean,Both,all,136.374748817,1,3217.63022675,0.952703820076,0.962854199333
p90_minus_mean,Both,all,136.416717393,1,2447.45412591,0.952869191335,0.96325557947
p90_minus_mean,Both,all,136.44099389,1,1074.15832352,0.953034562593,0.963431740408
p90_minus_mean,Both,all,136.654622295,1,956.767662602,0.953199933851,0.96358864939
p90_minus_mean,Both,all,136.971959058,1,58.8755419738,0.95336530511,0.963598304923
p90_minus_mean,Both,all,137.148097969,1,24.1324477017,0.953530676368,0.963602262621
p90_minus_mean,Both,all,137.345693739,1,2907.1278538,0.953696047627,0.96407902881
p90_minus_mean,Both,all,137.456602909,1,15.5958138549,0.953861418885,0.964081586509
p90_minus_mean,Both,all,137.458416557,1,152.763154098,0.954026790144,0.96410663952
p90_minus_mean,Both,all,137.753451484,1,1040.95614556,0.954192161402,0.964277355333
p90_minus_mean,Both,all,137.782988539,1,42.1137287803,0.954357532661,0.964284261944
p90_minus_mean,Both,all,138.065493978,1,319.926354742,0.954522903919,0.964336729561
p90_minus_mean,Both,all,138.435388313,1,248.728224563,0.954688275178,0.964377520752
p90_minus_mean,Both,all,138.765409729,1,163.025620777,0.954853646436,0.964404256798
p90_minus_mean,Both,all,139.047849472,1,510.342436368,0.955019017695,0.96448795247
p90_minus_mean,Both,all,139.106075088,1,3023.23502883,0.955184388953,0.964983760124
p90_minus_mean,Both,all,139.38433705,1,3295.5878872,0.955349760212,0.965524233388
p90_minus_mean,Both,all,139.425534053,1,3282.94185762,0.95551513147,0.966062632714
p90_minus_mean,Both,all,139.513521375,1,471.085647005,0.955680502729,0.96613989031
p90_minus_mean,Both,all,139.680555768,1,3293.4458528,0.955845873987,0.966680012282
p90_minus_mean,Both,all,139.791548194,1,41.5147063721,0.956011245246,0.966686820654
p90_minus_mean,Both,all,139.851198917,1,14.9151315547,0.956176616504,0.966689266722
p90_minus_mean,Both,all,139.914271985,1,208.480736043,0.956341987763,0.966723457363
p90_minus_mean,Both,all,140.582814939,1,3968.3393071,0.956507359021,0.967374261216
p90_minus_mean,Both,all,140.718992797,1,429.57172235,0.956672730279,0.967444710568
p90_minus_mean,Both,all,140.767781858,1,4874.92854223,0.956838101538,0.968244194189
p90_minus_mean,Both,all,140.909683335,1,70.7610812188,0.957003472796,0.968255798939
p90_minus_mean,Both,all,141.096724533,1,797.960729667,0.957168844055,0.968386663736
p90_minus_mean,Both,all,141.479163075,1,1954.71258187,0.957334215313,0.968707234731
p90_minus_mean,Both,all,141.738464997,1,157.727516429,0.957499586572,0.968733101893
p90_minus_mean,Both,all,141.894699068,1,12.8234582099,0.95766495783,0.968735204928
p90_minus_mean,Both,all,142.157539979,1,1765.23381109,0.957830329089,0.969024701585
p90_minus_mean,Both,all,142.253169943,1,2721.65024057,0.957995700347,0.969471049623
p90_minus_mean,Both,all,142.658824258,1,1328.55021017,0.958161071606,0.969688930588
p90_minus_mean,Both,all,143.536539599,1,151.267483265,0.958326442864,0.969713738311
p90_minus_mean,Both,all,143.656533607,1,15.6505770683,0.958491814123,0.96971630499
p90_minus_mean,Both,all,143.718152256,1,172.410549375,0.958657185381,0.969744580156
p90_minus_mean,Both,all,143.960277663,1,2744.99214374,0.95882255664,0.970194756243
p90_minus_mean,Both,all,144.157107528,1,860.580903628,0.958987927898,0.970335890689
p90_minus_mean,Both,all,144.318916795,1,33.7730595152,0.959153299157,0.970341429438
p90_minus_mean,Both,all,144.380820842,1,3377.26739403,0.959318670415,0.970895298063
p90_minus_mean,Both,all,145.594037141,1,2037.76557272,0.959484041674,0.971229489669
p90_minus_mean,Both,all,146.220554145,1,54.1228272051,0.959649412932,0.971238365761
p90_minus_mean,Both,all,146.272449307,1,122.94087351,0.959814784191,0.971258527947
p90_minus_mean,Both,all,147.184800842,1,7.4068411437,0.959980155449,0.971259742661
p90_minus_mean,Both,all,147.378487675,1,1677.30223896,0.960145526707,0.971534818625
p90_minus_mean,Both,all,147.495592512,1,4279.37757288,0.960310897966,0.972236632457
p90_minus_mean,Both,all,147.933236426,1,409.156154982,0.960476269224,0.972303733675
p90_minus_mean,Both,all,148.070969157,1,52.8662757764,0.960641640483,0.972312403694
p90_minus_mean,Both,all,148.362530262,1,26.1206496324,0.960807011741,0.972316687455
p90_minus_mean,Both,all,148.727056898,1,1785.22527252,0.960972383,0.972609462694
p90_minus_mean,Both,all,149.025864364,1,24.5343413724,0.961137754258,0.972613486302
p90_minus_mean,Both,all,149.284166178,1,140.767513015,0.961303125517,0.97263657204
p90_minus_mean,Both,all,149.737060772,1,2694.88370306,0.961468496775,0.973078530391
p90_minus_mean,Both,all,150.430739069,1,1929.98842028,0.961633868034,0.973395046647
p90_minus_mean,Both,all,150.888799303,1,315.613678244,0.961799239292,0.973446806989
p90_minus_mean,Both,all,151.469742475,1,1041.40848843,0.961964610551,0.973617596986
p90_minus_mean,Both,all,151.65440582,1,66.6390470135,0.962129981809,0.973628525726
p90_minus_mean,Both,all,152.226089639,1,184.154863462,0.962295353068,0.973658726947
p90_minus_mean,Both,all,152.243244369,1,695.016009204,0.962460724326,0.973772708908
p90_minus_mean,Both,all,152.497624384,1,22.7555524961,0.962626095585,0.973776440797
p90_minus_mean,Both,all,152.519284732,1,161.712254605,0.962791466843,0.973802961452
p90_minus_mean,Both,all,152.732807791,1,520.016349821,0.962956838102,0.973888243637
p90_minus_mean,Both,all,153.409921142,1,45.9771812258,0.96312220936,0.97389578385
p90_minus_mean,Both,all,153.624224864,1,836.25358443,0.963287580618,0.974032928639
p90_minus_mean,Both,all,154.016664095,1,468.655770319,0.963452951877,0.974109787737
p90_minus_mean,Both,all,154.233240157,1,3.25934026654,0.963618323135,0.974110322266
p90_minus_mean,Both,all,154.24597449,1,875.534720873,0.963783694394,0.974253909123
p90_minus_mean,Both,all,154.273016968,1,288.093412095,0.963949065652,0.974301156168
p90_minus_mean,Both,all,154.336955425,1,2915.17066364,0.964114436911,0.97477924137
p90_minus_mean,Both,all,154.374432859,1,2412.10680076,0.964279808169,0.97517482458
p90_minus_mean,Both,all,154.386716349,1,698.465427413,0.964445179428,0.975289372242
p90_minus_mean,Both,all,155.262432312,1,242.860437732,0.964610550686,0.975329201122
p90_minus_mean,Both,all,155.36365083,1,1573.13785527,0.964775921945,0.975587194226
p90_minus_mean,Both,all,155.872744479,1,704.229987196,0.964941293203,0.975702687271
p90_minus_mean,Both,all,155.883345156,1,34.8727742516,0.965106664462,0.975708406373
p90_minus_mean,Both,all,156.626664735,1,2232.9425478,0.96527203572,0.976074606816
p90_minus_mean,Both,all,156.72881778,1,744.035126264,0.965437406979,0.976196627866
p90_minus_mean,Both,all,156.790859757,1,2200.01136349,0.965602778237,0.976557427626
p90_minus_mean,Both,all,156.947003016,1,890.629067408,0.965768149496,0.976703489942
p90_minus_mean,Both,all,157.247223404,1,208.385228256,0.965933520754,0.97673766492
p90_minus_mean,Both,all,157.282258251,1,349.781401279,0.966098892013,0.976795028736
p90_minus_mean,Both,all,157.614017165,1,50.6533478814,0.966264263271,0.976803335836
p90_minus_mean,Both,all,157.686607684,1,371.997963072,0.96642963453,0.976864343147
p90_minus_mean,Both,all,158.248302397,1,4050.10062184,0.966595005788,0.977528555777
p90_minus_mean,Both,all,158.970917011,1,287.472225351,0.966760377046,0.977575700948
p90_minus_mean,Both,all,159.164292265,1,3680.58528125,0.966925748305,0.978179313416
p90_minus_mean,Both,all,159.204319003,1,29.7201074893,0.967091119563,0.978184187485
p90_minus_mean,Both,all,159.830129502,1,1409.80989541,0.967256490822,0.97841539496
p90_minus_mean,Both,all,159.977254512,1,4151.66820748,0.96742186208,0.979096264578
p90_minus_mean,Both,all,160.534308246,1,3311.14092939,0.967587233339,0.979639288525
p90_minus_mean,Both,all,160.87401478,1,20.0479793319,0.967752604597,0.979642576375
p90_minus_mean,Both,all,161.557795006,1,1650.365007,0.967917975856,0.979913234658
p90_minus_mean,Both,all,161.606470693,1,103.387407482,0.968083347114,0.979930190094
p90_minus_mean,Both,all,161.687488519,1,1469.90077688,0.968248718373,0.980171252417
p90_minus_mean,Both,all,161.950259153,1,1304.36614865,0.968414089631,0.980385167218
p90_minus_mean,Both,all,162.054714359,1,2090.7699484,0.96857946089,0.980728051491
p90_minus_mean,Both,all,162.510719978,1,31.6215762213,0.968744832148,0.9807332374
p90_minus_mean,Both,all,162.78079852,1,65.7006025665,0.968910203407,0.980744012236
p90_minus_mean,Both,all,163.062812629,1,37.4696155326,0.969075574665,0.980750157217
p90_minus_mean,Both,all,163.13862278,1,575.840062614,0.969240945924,0.980844594437
p90_minus_mean,Both,all,163.404406441,1,853.141822117,0.969406317182,0.98098450888
p90_minus_mean,Both,all,163.794980511,1,1387.22121851,0.969571688441,0.981212011834
p90_minus_mean,Both,all,164.717546441,1,479.842737406,0.969737059699,0.981290705584
p90_minus_mean,Both,all,164.836166244,1,8.1222646915,0.969902430957,0.981292037628
p90_minus_mean,Both,all,164.888124268,1,1479.58881531,0.970067802216,0.981534688779
p90_minus_mean,Both,all,165.057675408,1,2759.32523733,0.970233173474,0.981987215481
p90_minus_mean,Both,all,165.481865277,1,100.041229614,0.970398544733,0.982003622147
p90_minus_mean,Both,all,166.255991731,1,1622.54111533,0.970563915991,0.982269717339
p90_minus_mean,Both,all,166.917605828,1,733.915263104,0.97072928725,0.98239007874
p90_minus_mean,Both,all,166.990948285,1,78.5218969363,0.970894658508,0.982402956256
p90_minus_mean,Both,all,167.398357202,1,117.078942492,0.971060029767,0.982422157091
p90_minus_mean,Both,all,167.807176533,1,24.5654262231,0.971225401025,0.982426185797
p90_minus_mean,Both,all,168.130366875,1,48.1290199885,0.971390772284,0.982434078911
p90_minus_mean,Both,all,168.306042198,1,1407.11692934,0.971556143542,0.982664844742
p90_minus_mean,Both,all,168.707256528,1,939.489018649,0.971721514801,0.982818920043
p90_minus_mean,Both,all,168.816494877,1,1207.95152179,0.971886886059,0.983017022938
p90_minus_mean,Both,all,168.92094057,1,1001.154918,0.972052257318,0.983181211388
p90_minus_mean,Both,all,169.454678038,1,16.9153215048,0.972217628576,0.983183985484
p90_minus_mean,Both,all,170.04481415,1,819.609747317,0.972382999835,0.983318400699
p90_minus_mean,Both,all,170.156346612,1,77.7418950299,0.972548371093,0.983331150296
p90_minus_mean,Both,all,170.351220805,1,221.26176977,0.972713742352,0.983367437014
p90_minus_mean,Both,all,170.804844739,1,1512.42844846,0.97287911361,0.983615473834
p90_minus_mean,Both,all,171.030187023,1,2691.25260274,0.973044484869,0.984056836689
p90_minus_mean,Both,all,171.29604339,1,144.388145791,0.973209856127,0.984080516207
p90_minus_mean,Both,all,171.828792207,1,1339.44449358,0.973375227385,0.984300183823
p90_minus_mean,Both,all,171.946101979,1,8.32184768314,0.973540598644,0.984301548598
p90_minus_mean,Both,all,172.102431918,1,93.7020598503,0.973705969902,0.984316915647
p90_minus_mean,Both,all,172.798599148,1,1281.23770412,0.973871341161,0.984527037405
p90_minus_mean,Both,all,173.29504638,1,1367.65169343,0.974036712419,0.984751330976
p90_minus_mean,Both,all,173.296556648,1,1803.18097959,0.974202083678,0.985047050933
p90_minus_mean,Both,all,174.384871198,1,2234.42438262,0.974367454936,0.985413494396
p90_minus_mean,Both,all,174.859990413,1,424.743198414,0.974532826195,0.985483151874
p90_minus_mean,Both,all,174.951829669,1,4.95913462921,0.974698197453,0.985483965168
p90_minus_mean,Both,all,175.046586209,1,1822.31303188,0.974863568712,0.985782822763
p90_minus_mean,Both,all,175.493623551,1,31.2508708367,0.97502893997,0.985787947876
p90_minus_mean,Both,all,176.579502598,1,387.298283484,0.975194311229,0.985851464424
p90_minus_mean,Both,all,176.586023464,1,3801.99415642,0.975359682487,0.986474987832
p90_minus_mean,Both,all,177.649912506,1,916.216372593,0.975525053746,0.986625246441
p90_minus_mean,Both,all,178.498733728,1,777.188747227,0.975690425004,0.986752704653
p90_minus_mean,Both,all,178.776991313,1,46.6587943803,0.975855796263,0.986760356651
p90_minus_mean,Both,all,179.041912682,1,72.2980664955,0.976021167521,0.986772213464
p90_minus_mean,Both,all,179.592678093,1,183.126456291,0.97618653878,0.986802246028
p90_minus_mean,Both,all,179.917149207,1,178.737715709,0.976351910038,0.986831558843
p90_minus_mean,Both,all,180.565274719,1,3532.69814895,0.976517281297,0.987410917962
p90_minus_mean,Both,all,180.596917192,1,330.958217186,0.976682652555,0.987465194794
p90_minus_mean,Both,all,181.138353038,1,15.1916104409,0.976848023813,0.987467686203
p90_minus_mean,Both,all,181.601111136,1,2343.23016804,0.977013395072,0.987851973711
p90_minus_mean,Both,all,181.626348164,1,1295.56781587,0.97717876633,0.988064445594
p90_minus_mean,Both,all,182.524686151,1,90.3459344777,0.977344137589,0.988079262241
p90_minus_mean,Both,all,182.757774457,1,24.5452447383,0.977509508847,0.988083287638
p90_minus_mean,Both,all,183.536715877,1,146.084519145,0.977674880106,0.988107245359
p90_minus_mean,Both,all,183.742997725,1,2025.28140485,0.977840251364,0.988439389574
p90_minus_mean,Both,all,183.785725849,1,633.490941488,0.978005622623,0.988543281483
p90_minus_mean,Both,all,183.835646021,1,13.2535154804,0.978170993881,0.988545455047
p90_minus_mean,Both,all,184.882331167,1,61.2885536903,0.97833636514,0.988555506311
p90_minus_mean,Both,all,184.997917119,1,120.751919741,0.978501736398,0.98857530951
p90_minus_mean,Both,all,185.820612716,1,25.3755625318,0.978667107657,0.988579471078
p90_minus_mean,Both,all,186.588904392,1,30.3986273462,0.978832478915,0.988584456424
p90_minus_mean,Both,all,187.178323886,1,4046.44490101,0.978997850174,0.98924806952
p90_minus_mean,Both,all,187.221277297,1,27.381236241,0.979163221432,0.989252560017
p90_minus_mean,Both,all,188.210362673,1,51.634880593,0.979328592691,0.989261028088
p90_minus_mean,Both,all,188.453550054,1,404.877070339,0.979493963949,0.98932742754
p90_minus_mean,Both,all,189.044719525,1,25.9877911008,0.979659335208,0.989331689513
p90_minus_mean,Both,all,189.238899303,1,220.796722474,0.979824706466,0.989367899965
p90_minus_mean,Both,all,189.612529378,1,1294.11466563,0.979990077724,0.989580133533
p90_minus_mean,Both,all,190.665620365,1,62.7238006421,0.980155448983,0.989590420176
p90_minus_mean,Both,all,190.896106412,1,20.7117730408,0.980320820241,0.989593816887
p90_minus_mean,Both,all,192.157142183,1,127.58176636,0.9804861915,0.989614740175
p90_minus_mean,Both,all,193.51496112,1,943.154596179,0.980651562758,0.989769416627
p90_minus_mean,Both,all,193.893860426,1,47.3091446987,0.980816934017,0.989777175282
p90_minus_mean,Both,all,194.574555135,1,68.8171181023,0.980982305275,0.989788461223
p90_minus_mean,Both,all,195.842909027,1,13.8217280275,0.981147676534,0.989790727973
p90_minus_mean,Both,all,195.869190232,1,76.1361921836,0.981313047792,0.989803214236
p90_minus_mean,Both,all,195.973974301,1,2430.89933319,0.981478419051,0.990201879403
p90_minus_mean,Both,all,196.840488406,1,12.8622927613,0.981643790309,0.990203988807
p90_minus_mean,Both,all,196.886168845,1,447.029044117,0.981809161568,0.990277301143
p90_minus_mean,Both,all,197.680852222,1,568.138943266,0.981974532826,0.990370475386
p90_minus_mean,Both,all,198.011884993,1,92.4677562095,0.982139904085,0.99038564001
p90_minus_mean,Both,all,198.485811083,1,2500.15340615,0.982305275343,0.990795662779
p90_minus_mean,Both,all,198.581858566,1,86.0743109259,0.982470646602,0.990809778884
p90_minus_mean,Both,all,199.390958201,1,55.4304820754,0.98263601786,0.99081886943
p90_minus_mean,Both,all,200.35699273,1,385.259313768,0.982801389119,0.990882051589
p90_minus_mean,Both,all,201.052735586,1,24.6753247943,0.982966760377,0.990886098319
p90_minus_mean,Both,all,202.211527161,1,26.3322035772,0.983132131636,0.990890416775
p90_minus_mean,Both,all,203.284442015,1,23.3968193584,0.983297502894,0.990894253831
p90_minus_mean,Both,all,203.427996296,1,6592.40187511,0.983462874152,0.991975401437
p90_minus_mean,Both,all,204.432524887,1,1303.05836709,0.983628245411,0.992189101764
p90_minus_mean,Both,all,206.577803595,1,24.2092509318,0.983793616669,0.992193072058
p90_minus_mean,Both,all,207.343397414,1,11.5945816921,0.983958987928,0.992194973558
p90_minus_mean,Both,all,207.416938623,1,1748.30541335,0.984124359186,0.992481693975
p90_minus_mean,Both,all,207.451342509,1,26.1877853114,0.984289730445,0.992485988746
p90_minus_mean,Both,all,208.413145742,1,1891.94225034,0.984455101703,0.992796265467
p90_minus_mean,Both,all,208.893670655,1,1408.94146622,0.984620472962,0.993027330521
p90_minus_mean,Both,all,209.105298313,1,40.3726816022,0.98478584422,0.993033951602
p90_minus_mean,Both,all,210.646415281,1,1664.43248941,0.984951215479,0.993306916939
p90_minus_mean,Both,all,210.909134717,1,430.406845362,0.985116586737,0.99337750325
p90_minus_mean,Both,all,211.710773363,1,27.1154878163,0.985281957996,0.993381950164
p90_minus_mean,Both,all,211.809668779,1,1469.5630017,0.985447329254,0.993622957092
p90_minus_mean,Both,all,211.832253382,1,4.21596770384,0.985612700513,0.993623648507
p90_minus_mean,Both,all,213.16952248,1,139.697895844,0.985778071771,0.993646558828
p90_minus_mean,Both,all,215.794718869,1,519.94181118,0.98594344303,0.993731828788
p90_minus_mean,Both,all,216.348602948,1,527.578321322,0.986108814288,0.993818351129
p90_minus_mean,Both,all,216.775817009,1,76.2473113259,0.986274185547,0.993830855615
p90_minus_mean,Both,all,217.73319272,1,77.6146314565,0.986439556805,0.99384358434
p90_minus_mean,Both,all,218.536420403,1,2605.20231651,0.986604928064,0.99427083503
p90_minus_mean,Both,all,219.260965501,1,1853.55912751,0.986770299322,0.994574816955
p90_minus_mean,Both,all,219.876069277,1,308.021256704,0.98693567058,0.994625332147
p90_minus_mean,Both,all,221.73590013,1,46.492518778,0.987101041839,0.994632956875
p90_minus_mean,Both,all,223.27714553,1,1051.30739733,0.987266413097,0.994805370284
p90_minus_mean,Both,all,226.302884412,1,36.3181023557,0.987431784356,0.994811326418
p90_minus_mean,Both,all,227.150849795,1,2848.42408559,0.987597155614,0.995278465245
p90_minus_mean,Both,all,228.628955047,1,13.1371598025,0.987762526873,0.995280619727
p90_minus_mean,Both,all,229.327752434,1,1644.28618919,0.987927898131,0.99555028109
p90_minus_mean,Both,all,229.388510016,1,82.4126241787,0.98809326939,0.995563796682
p90_minus_mean,Both,all,230.671561302,1,82.635140059,0.988258640648,0.995577348766
p90_minus_mean,Both,all,231.055751515,1,21.0675409603,0.988424011907,0.995580803822
p90_minus_mean,Both,all,232.95700398,1,33.5174683432,0.988589383165,0.995586300655
p90_minus_mean,Both,all,233.519963528,1,82.815811647,0.988754754424,0.995599882369
p90_minus_mean,Both,all,234.129247096,1,168.15709927,0.988920125682,0.995627459972
p90_minus_mean,Both,all,234.726144422,1,2109.90879986,0.989085496941,0.995973482999
p90_minus_mean,Both,all,235.423280362,1,17.7445992088,0.989250868199,0.995976393096
p90_minus_mean,Both,all,237.995316075,1,355.409021144,0.989416239458,0.996034679836
p90_minus_mean,Both,all,239.851495434,1,589.849399375,0.989581610716,0.996131414574
p90_minus_mean,Both,all,240.176414612,1,122.576160854,0.989746981975,0.996151516947
p90_minus_mean,Both,all,240.925476573,1,306.974628331,0.989912353233,0.996201860492
p90_minus_mean,Both,all,242.563525869,1,8.03134457208,0.990077724491,0.996203177625
p90_minus_mean,Both,all,242.90809286,1,108.917512306,0.99024309575,0.996221039993
p90_minus_mean,Both,all,242.953293869,1,86.4629991083,0.990408467008,0.996235219842
p90_minus_mean,Both,all,243.019636225,1,37.5438233062,0.990573838267,0.996241376993
p90_minus_mean,Both,all,243.166839788,1,74.6940107345,0.990739209525,0.99625362674
p90_minus_mean,Both,all,244.923621438,1,691.774626048,0.990904580784,0.996367077117
p90_minus_mean,Both,all,245.797799856,1,173.470572169,0.991069952042,0.996395526125
p90_minus_mean,Both,all,251.048520376,1,2188.38437161,0.991235323301,0.99675441907
p90_minus_mean,Both,all,251.14430661,1,11.4231686643,0.991400694559,0.996756292459
p90_minus_mean,Both,all,251.544481186,1,1805.08833796,0.991566065818,0.997052325221
p90_minus_mean,Both,all,252.574021131,1,3.74683913316,0.991731437076,0.997052939699
p90_minus_mean,Both,all,256.196375783,1,1379.82088769,0.991896808335,0.997279229006
p90_minus_mean,Both,all,256.834674417,1,1803.14101811,0.992062179593,0.997574942409
p90_minus_mean,Both,all,259.010350578,1,3020.32161181,0.992227550852,0.998070272267
p90_minus_mean,Both,all,259.457067048,1,593.197023856,0.99239292211,0.998167556012
p90_minus_mean,Both,all,260.927881819,1,64.5628786152,0.992558293369,0.998178144262
p90_minus_mean,Both,all,261.823108213,1,60.7821287361,0.992723664627,0.998188112473
p90_minus_mean,Both,all,262.073666138,1,701.488558878,0.992889035886,0.998303155926
p90_minus_mean,Both,all,264.912440925,1,1202.23475475,0.993054407144,0.998500321277
p90_minus_mean,Both,all,265.28854319,1,23.8196350276,0.993219778403,0.998504227674
p90_minus_mean,Both,all,270.677601362,1,49.7091695033,0.993385149661,0.99851237993
p90_minus_mean,Both,all,270.811430783,1,2.91384821267,0.993550520919,0.998512857799
p90_minus_mean,Both,all,279.484581869,1,11.9273470943,0.993715892178,0.998514813872
p90_minus_mean,Both,all,283.342260043,1,57.6892242542,0.993881263436,0.99852427485
p90_minus_mean,Both,all,289.414250204,1,88.5788381506,0.994046634695,0.998538801695
p90_minus_mean,Both,all,291.322998186,1,786.006441061,0.994212005953,0.998667706
p90_minus_mean,Both,all,291.711962339,1,31.6759090382,0.994377377212,0.998672900818
p90_minus_mean,Both,all,293.770779456,1,2431.12241401,0.99454274847,0.999071602571
p90_minus_mean,Both,all,304.757095717,1,29.2163929872,0.994708119729,0.999076394031
p90_minus_mean,Both,all,304.834165392,1,117.026063577,0.994873490987,0.999095586194
p90_minus_mean,Both,all,312.660716585,1,20.3623315975,0.995038862246,0.999098925597
p90_minus_mean,Both,all,318.777221516,1,182.408125366,0.995204233504,0.999128840355
p90_minus_mean,Both,all,319.602793417,1,74.6673940199,0.995369604763,0.999141085736
p90_minus_mean,Both,all,325.661902897,1,845.515986622,0.995534976021,0.99927974955
p90_minus_mean,Both,all,328.968792169,1,6.94861666611,0.99570034728,0.999280889116
p90_minus_mean,Both,all,330.89534814,1,91.4679161672,0.995865718538,0.999295889767
p90_minus_mean,Both,all,340.49780356,1,28.7385668439,0.996031089797,0.999300602864
p90_minus_mean,Both,all,350.807567615,1,95.9302669231,0.996196461055,0.999316335337
p90_minus_mean,Both,all,352.460810392,1,227.768657805,0.996361832314,0.999353689179
p90_minus_mean,Both,all,369.08505163,1,403.467945279,0.996527203572,0.999419857536
p90_minus_mean,Both,all,372.996793902,1,967.475597671,0.99669257483,0.999578522609
p90_minus_mean,Both,all,380.700466096,1,1017.77846798,0.996857946089,0.999745437305
p90_minus_mean,Both,all,390.032475083,1,33.9423619284,0.997023317347,0.99975100382
p90_minus_mean,Both,all,396.265117887,1,198.134154545,0.997188688606,0.999783497632
p90_minus_mean,Both,all,398.911920277,1,34.8688655619,0.997354059864,0.999789216093
p90_minus_mean,Both,all,405.707462385,1,63.7811077434,0.997519431123,0.999799676133
p90_minus_mean,Both,all,414.966712344,1,53.6747558576,0.997684802381,0.999808478742
p90_minus_mean,Both,all,427.950477868,1,26,0.99785017364,0.999812742717
p90_minus_mean,Both,all,445.588175403,1,20.8217185323,0.998015544898,0.999816157459
p90_minus_mean,Both,all,453.492357518,1,524.502955713,0.998180916157,0.999902175443
p90_minus_mean,Both,all,468.015544791,1,2.69156077715,0.998346287415,0.999902616856
p90_minus_mean,Both,all,499.595115662,1,0.0107476680057,0.998511658674,0.999902618619
p90_minus_mean,Both,all,506.232401605,1,167.15182333,0.998677029932,0.999930031358
p90_minus_mean,Both,all,506.544595586,1,6.3100880202,0.998842401191,0.999931066206
p90_minus_mean,Both,all,520.136423548,1,149.486496979,0.999007772449,0.999955581849
p90_minus_mean,Both,all,541.608850176,1,18.6799575863,0.999173143708,0.999958645344
p90_minus_mean,Both,all,616.810594673,1,57.2319388224,0.999338514966,0.999968031327
p90_minus_mean,Both,all,669.371584077,1,8.08903246506,0.999503886225,0.999969357921
p90_minus_mean,Both,all,702.14705419,1,155.27024632,0.999669257483,0.999994822093
p90_minus_mean,Both,all,802.170147079,1,4.63952201133,0.999834628742,0.99999558297
p90_minus_mean,Both,all,1189.97964987,1,26.9332667545,1,1
representative_minus_mean,Both,all,-2643.99313842,1,23.9244013137,0.000181983621474,4.12987852622e-06
representative_minus_mean,Both,all,-1013.06037693,1,0.402324705717,0.000363967242948,4.19932863036e-06
representative_minus_mean,Both,all,-959.26721401,1,0.00303429571079,0.000545950864422,4.19985241662e-06
representative_minus_mean,Both,all,-911.855539394,1,198.134154545,0.000727934485896,3.8402170771e-05
representative_minus_mean,Both,all,-852.72644749,1,185.869869277,0.00090991810737,7.04874034058e-05
representative_minus_mean,Both,all,-802.177886336,1,119.495472347,0.00109190172884,9.11149534438e-05
representative_minus_mean,Both,all,-779.706209353,1,1.63166490152,0.00127388535032,9.13966147381e-05
representative_minus_mean,Both,all,-765.46083377,1,153.826961894,0.00145586897179,0.000117950535915
representative_minus_mean,Both,all,-762.22365813,1,6.97358980403,0.00163785259327,0.000119154331086
representative_minus_mean,Both,all,-757.206551304,1,0.346146511683,0.00181983621474,0.000119214083597
representative_minus_mean,Both,all,-733.361060079,1,1.03233237312,0.00200181983621,0.000119392286898
representative_minus_mean,Both,all,-728.530514602,1,2.27590852336,0.00218380345769,0.000119785158829
representative_minus_mean,Both,all,-727.513639611,1,2.22267705341,0.00236578707916,0.000120168841836
representative_minus_mean,Both,all,-709.399904339,1,31.3880354276,0.00254777070064,0.000125587107973
representative_minus_mean,Both,all,-678.092569156,1,231.280670844,0.00272975432211,0.000165511244988
representative_minus_mean,Both,all,-671.915115974,1,3.58508223339,0.00291173794359,0.000166130109132
representative_minus_mean,Both,all,-627.65048489,1,28.7430066161,0.00309372156506,0.000171091785048
representative_minus_mean,Both,all,-621.562194165,1,21.7602941017,0.00327570518653,0.000174848091012
representative_minus_mean,Both,all,-620.448976194,1,1817.32926409,0.00345768880801,0.000488559142939
