comparison,city,population_method,difference_m,cells,allocated_population,F_cells,F_allocated_population
p90_minus_mean,Both,all,0.873125980926,1,24.4081098553,0.318505043823,0.102931104296
p90_minus_mean,Both,all,0.876053770238,1,38.8178891212,0.318670415082,0.102937470393
p90_minus_mean,Both,all,0.914420471713,1,1276.42580753,0.31883578634,0.103146803005
p90_minus_mean,Both,all,0.9350035373,1,1874.94929289,0.319001157599,0.103454292897
p90_minus_mean,Both,all,0.94409314742,1,209.611420466,0.319166528857,0.10348866897
p90_minus_mean,Both,all,0.955313701256,1,1052.33272906,0.319331900116,0.103661250532
p90_minus_mean,Both,all,0.965651581039,1,2476.84701052,0.319497271374,0.104067451074
p90_minus_mean,Both,all,0.972424189131,1,76.3910071786,0.319662642633,0.104079979126
p90_minus_mean,Both,all,0.973958399667,1,0.735908178759,0.319828013891,0.104080099814
p90_minus_mean,Both,all,0.999506729905,1,739.647266381,0.31999338515,0.104201401259
p90_minus_mean,Both,all,1.0015109217,1,495.670973478,0.320158756408,0.104282690825
p90_minus_mean,Both,all,1.0044663151,1,440.048274827,0.320324127667,0.104354858321
p90_minus_mean,Both,all,1.06050166855,1,139,0.320489498925,0.104377654188
p90_minus_mean,Both,all,1.06248486748,1,1667.31928523,0.320654870184,0.104651092957
p90_minus_mean,Both,all,1.07800031826,1,62.1682838907,0.320820241442,0.104661288497
p90_minus_mean,Both,all,1.08540438037,1,1763.34186215,0.320985612701,0.104950474876
p90_minus_mean,Both,all,1.08995443576,1,10.0703753387,0.321150983959,0.104952126408
p90_minus_mean,Both,all,1.0902467984,1,240.165472007,0.321316355217,0.104991513316
p90_minus_mean,Both,all,1.09184563842,1,60.0770414626,0.321481726476,0.105001365894
p90_minus_mean,Both,all,1.10434028594,1,1380.44168743,0.321647097734,0.105227757011
p90_minus_mean,Both,all,1.10508568012,1,813.479869455,0.321812468993,0.105361166932
p90_minus_mean,Both,all,1.12359720213,1,1267.25540902,0.321977840251,0.105568995608
p90_minus_mean,Both,all,1.13364958407,1,639.689964634,0.32214321151,0.10567390415
p90_minus_mean,Both,all,1.13565459551,1,558.711454483,0.322308582768,0.105765532295
p90_minus_mean,Both,all,1.13635994848,1,6.38452751531,0.322473954027,0.105766579351
p90_minus_mean,Both,all,1.14551285779,1,331.813676868,0.322639325285,0.105820996477
p90_minus_mean,Both,all,1.16206715257,1,495.38739028,0.322804696544,0.105902239536
p90_minus_mean,Both,all,1.1652672044,1,1196.17979233,0.322970067802,0.106098411878
p90_minus_mean,Both,all,1.19064933205,1,2180.39586862,0.323135439061,0.106455994716
p90_minus_mean,Both,all,1.20982259687,1,1247.86256893,0.323300810319,0.106660642985
p90_minus_mean,Both,all,1.22551825726,1,3.10229705995,0.323466181578,0.106661151759
p90_minus_mean,Both,all,1.23032268634,1,646.024673538,0.323631552836,0.106767099188
p90_minus_mean,Both,all,1.24299543044,1,2671.40037356,0.323796924095,0.107205206295
p90_minus_mean,Both,all,1.2538962862,1,7.93916731246,0.323962295353,0.107206508311
p90_minus_mean,Both,all,1.25645049399,1,777.994794755,0.324127666612,0.107334098714
p90_minus_mean,Both,all,1.29200098146,1,3074.36883551,0.32429303787,0.107838292264
p90_minus_mean,Both,all,1.30007298298,1,967.159466847,0.324458409128,0.107996905492
p90_minus_mean,Both,all,1.32264473436,1,24.2624274279,0.324623780387,0.108000884507
p90_minus_mean,Both,all,1.33553700302,1,327.075307883,0.324789151645,0.108054524545
p90_minus_mean,Both,all,1.34064152209,1,10.1793820449,0.324954522904,0.108056193954
p90_minus_mean,Both,all,1.37681326442,1,0.299041856097,0.325119894162,0.108056242997
p90_minus_mean,Both,all,1.37877074985,1,1118.20528859,0.325285265421,0.108239627595
p90_minus_mean,Both,all,1.39937219559,1,1061.13039866,0.325450636679,0.108413651966
p90_minus_mean,Both,all,1.43338600669,1,5.11049924351,0.325616007938,0.108414490083
p90_minus_mean,Both,all,1.44072105398,1,190.719516684,0.325781379196,0.108445767902
p90_minus_mean,Both,all,1.45434618478,1,808.542222712,0.325946750455,0.108578368053
p90_minus_mean,Both,all,1.4852313312,1,2426.58222397,0.326112121713,0.108976325219
p90_minus_mean,Both,all,1.54124076034,1,918.486267347,0.326277492972,0.109126956089
p90_minus_mean,Both,all,1.55142977306,1,209.390621493,0.32644286423,0.10916129595
p90_minus_mean,Both,all,1.5814883877,1,848.839834529,0.326608235489,0.109300504872
p90_minus_mean,Both,all,1.58363026968,1,366.003450621,0.326773606747,0.109360529088
p90_minus_mean,Both,all,1.58927469692,1,19.0222709704,0.326938978006,0.109363648722
p90_minus_mean,Both,all,1.59910286446,1,3.16937607493,0.327104349264,0.109364168497
p90_minus_mean,Both,all,1.61994032183,1,83.8964184719,0.327269720523,0.109377927429
p90_minus_mean,Both,all,1.67279932853,1,3401.38819645,0.327435091781,0.109935751842
p90_minus_mean,Both,all,1.69280482214,1,73.838445248,0.32760046304,0.109947861277
p90_minus_mean,Both,all,1.69788562489,1,1904.10596998,0.327765834298,0.110260132836
p90_minus_mean,Both,all,1.70243562166,1,98.2353527372,0.327931205556,0.11027624334
p90_minus_mean,Both,all,1.73956389159,1,30.9641514468,0.328096576815,0.110281321431
p90_minus_mean,Both,all,1.74200817547,1,18.6572856143,0.328261948073,0.110284381208
p90_minus_mean,Both,all,1.76141884017,1,5.02844920263,0.328427319332,0.110285205869
p90_minus_mean,Both,all,1.77165960597,1,32.5681518902,0.32859269059,0.110290547015
p90_minus_mean,Both,all,1.77200702558,1,90.404847567,0.328758061849,0.110305373323
p90_minus_mean,Both,all,1.80582644413,1,73.8937187539,0.328923433107,0.110317491822
p90_minus_mean,Both,all,1.81581713361,1,1822.28126947,0.329088804366,0.110616344209
p90_minus_mean,Both,all,1.82248709197,1,16.6435229601,0.329254175624,0.110619073731
p90_minus_mean,Both,all,1.83007607307,1,93.6642292291,0.329419546883,0.110634434575
p90_minus_mean,Both,all,1.85893523753,1,335.150788089,0.329584918141,0.110689398983
p90_minus_mean,Both,all,1.87545899369,1,284.584873393,0.3297502894,0.110736070631
p90_minus_mean,Both,all,1.88952051757,1,2058.23171617,0.329915660658,0.111073618665
p90_minus_mean,Both,all,1.89810042316,1,372.055695918,0.330081031917,0.111134635443
p90_minus_mean,Both,all,1.90716752885,1,2405.75346915,0.330246403175,0.111529176713
p90_minus_mean,Both,all,1.91719963137,1,3056.96348624,0.330411774434,0.112030515802
p90_minus_mean,Both,all,1.96110192012,1,2869.02943695,0.330577145692,0.112501033888
p90_minus_mean,Both,all,2.00911189114,1,88.2166853317,0.330742516951,0.11251550134
p90_minus_mean,Both,all,2.01739293283,1,809.472311998,0.330907888209,0.112648254025
p90_minus_mean,Both,all,2.03253542262,1,3248.04346285,0.331073259468,0.113180930048
p90_minus_mean,Both,all,2.05005550798,1,1500.78120392,0.331238630726,0.113427056731
p90_minus_mean,Both,all,2.05773535243,1,2166.75080594,0.331404001984,0.113782401792
p90_minus_mean,Both,all,2.07337708722,1,2102.41007031,0.331569373243,0.114127195034
p90_minus_mean,Both,all,2.0765129269,1,1546.52353472,0.331734744501,0.114380823416
p90_minus_mean,Both,all,2.08586125209,1,8.44477394451,0.33190011576,0.114382208351
p90_minus_mean,Both,all,2.10420407041,1,681.416228717,0.332065487018,0.114493959961
p90_minus_mean,Both,all,2.11230109597,1,46.1209736474,0.332230858277,0.114501523756
p90_minus_mean,Both,all,2.13873353175,1,1.30523373174,0.332396229535,0.114501737813
p90_minus_mean,Both,all,2.16160334656,1,114.173802934,0.332561600794,0.114520462208
p90_minus_mean,Both,all,2.18967135793,1,10.7748126352,0.332726972052,0.114522229267
p90_minus_mean,Both,all,2.21419238994,1,18.7675431652,0.332892343311,0.114525307126
p90_minus_mean,Both,all,2.22498056544,1,306.451881637,0.333057714569,0.114575564942
p90_minus_mean,Both,all,2.24517773428,1,464.978090159,0.333223085828,0.114651820904
p90_minus_mean,Both,all,2.2527000244,1,1375.80957968,0.333388457086,0.11487745236
p90_minus_mean,Both,all,2.2572037346,1,1216.86416111,0.333553828345,0.115077016919
p90_minus_mean,Both,all,2.35083010079,1,20.722512473,0.333719199603,0.115080415392
p90_minus_mean,Both,all,2.37164017307,1,1202.98122919,0.333884570862,0.115277703163
p90_minus_mean,Both,all,2.38552000461,1,1572.36554762,0.33404994212,0.11553556961
p90_minus_mean,Both,all,2.40873991944,1,1459.28581302,0.334215313379,0.115774891089
p90_minus_mean,Both,all,2.43518347509,1,375.912397383,0.334380684637,0.115836540362
p90_minus_mean,Both,all,2.4486676003,1,3362.32403262,0.334546055895,0.11638795829
p90_minus_mean,Both,all,2.45296595038,1,4789.94990318,0.334711427154,0.117173505496
p90_minus_mean,Both,all,2.45768355241,1,138.607556726,0.334876798412,0.117196237002
p90_minus_mean,Both,all,2.48345833103,1,504.919733131,0.335042169671,0.117279043356
p90_minus_mean,Both,all,2.48863189056,1,2020.83975351,0.335207540929,0.117610459144
p90_minus_mean,Both,all,2.49480931995,1,2055.78837339,0.335372912188,0.117947606472
p90_minus_mean,Both,all,2.51991251047,1,1253.61171531,0.335538283446,0.118153197595
p90_minus_mean,Both,all,2.52566205441,1,2915.23023955,0.335703654705,0.118631292568
p90_minus_mean,Both,all,2.55527581678,1,3020.88387315,0.335869025963,0.119126714636
p90_minus_mean,Both,all,2.57451109378,1,574.012232944,0.336034397222,0.119220852093
p90_minus_mean,Both,all,2.57616636382,1,925.26252033,0.33619976848,0.119372594262
p90_minus_mean,Both,all,2.6422157481,1,82.4681099698,0.336365139739,0.119386118953
p90_minus_mean,Both,all,2.66150920409,1,124.647045109,0.336530510997,0.119406560949
p90_minus_mean,Both,all,2.66583523167,1,227.817052241,0.336695882256,0.119443922728
p90_minus_mean,Both,all,2.6740577787,1,20.0815134521,0.336861253514,0.119447216077
p90_minus_mean,Both,all,2.69040704117,1,1265.73661399,0.337026624773,0.119654795672
p90_minus_mean,Both,all,2.69547414408,1,678.762940873,0.337191996031,0.119766112146
p90_minus_mean,Both,all,2.69694608492,1,4.08479784912,0.33735736729,0.119766782049
p90_minus_mean,Both,all,2.73685252489,1,1090.89903823,0.337522738548,0.119945688448
p90_minus_mean,Both,all,2.78189877805,1,1714.98901177,0.337688109807,0.120226945007
p90_minus_mean,Both,all,2.80208450013,1,1834.26762075,0.337853481065,0.120527763143
p90_minus_mean,Both,all,2.83277041565,1,79.2342537199,0.338018852323,0.120540757485
p90_minus_mean,Both,all,2.85432262308,1,491.191832356,0.338184223582,0.120621312476
p90_minus_mean,Both,all,2.85924339452,1,43.5993513038,0.33834959484,0.120628462728
p90_minus_mean,Both,all,2.86277683072,1,38.0401219298,0.338514966099,0.120634701272
p90_minus_mean,Both,all,2.87524196472,1,1137.9114816,0.338680337357,0.120821317667
p90_minus_mean,Both,all,2.88969039109,1,18.104269178,0.338845708616,0.12082428675
p90_minus_mean,Both,all,2.89221231235,1,2357.84205139,0.339011079874,0.121210970592
p90_minus_mean,Both,all,2.92303676576,1,207.96575343,0.339176451133,0.121245076777
p90_minus_mean,Both,all,2.93249099754,1,307.412428334,0.339341822391,0.121295492122
p90_minus_mean,Both,all,2.93273524469,1,140.112993272,0.33950719365,0.121318470519
p90_minus_mean,Both,all,2.94175523893,1,335.515088924,0.339672564908,0.121373494672
p90_minus_mean,Both,all,2.94520032743,1,438.794583912,0.339837936167,0.121445456565
p90_minus_mean,Both,all,2.94964077583,1,35.0604336014,0.340003307425,0.121451206442
p90_minus_mean,Both,all,2.96421234271,1,3.94511160294,0.340168678684,0.121451853437
p90_minus_mean,Both,all,2.98047565264,1,0.448701799937,0.340334049942,0.121451927024
p90_minus_mean,Both,all,2.99450061962,1,64.8832879696,0.340499421201,0.121462567821
p90_minus_mean,Both,all,3.04042076361,1,3866.08364791,0.340664792459,0.122096601844
p90_minus_mean,Both,all,3.04378075003,1,84.1714333268,0.340830163718,0.122110405878
p90_minus_mean,Both,all,3.05995269384,1,33.4042850031,0.340995534976,0.122115884149
p90_minus_mean,Both,all,3.09677771586,1,793.741121307,0.341160906234,0.122246056934
p90_minus_mean,Both,all,3.11958603359,1,2484.37736396,0.341326277493,0.122653492447
p90_minus_mean,Both,all,3.12335834907,1,72.9731948797,0.341491648751,0.122665459981
p90_minus_mean,Both,all,3.12975381873,1,2130.63439431,0.34165702001,0.123014881986
p90_minus_mean,Both,all,3.15691980725,1,60.2951937376,0.341822391268,0.12302477034
p90_minus_mean,Both,all,3.17151656278,1,1170.50000888,0.341987762527,0.123216731222
p90_minus_mean,Both,all,3.18794869845,1,303.161009324,0.342153133785,0.123266449338
p90_minus_mean,Both,all,3.1988574141,1,1927.66666197,0.342318505044,0.123582584828
p90_minus_mean,Both,all,3.21552616587,1,3404.04160948,0.342483876302,0.124140844398
p90_minus_mean,Both,all,3.21621808058,1,413.818018816,0.342649247561,0.124208710158
p90_minus_mean,Both,all,3.23002673275,1,831.412779363,0.342814618819,0.124345061059
p90_minus_mean,Both,all,3.24044674783,1,27.2948552443,0.342979990078,0.124349537389
p90_minus_mean,Both,all,3.27724150744,1,9.78287489846,0.343145361336,0.124351141771
p90_minus_mean,Both,all,3.33553136044,1,324.613047979,0.343310732595,0.124404378001
p90_minus_mean,Both,all,3.35744944471,1,213.904380408,0.343476103853,0.124439458115
p90_minus_mean,Both,all,3.39019061627,1,37.6339713803,0.343641475112,0.12444563005
p90_minus_mean,Both,all,3.41392928321,1,317.895013011,0.34380684637,0.124497764528
p90_minus_mean,Both,all,3.44086350933,1,0.163501184672,0.343972217629,0.124497791342
p90_minus_mean,Both,all,3.45372247546,1,2254.06308249,0.344137588887,0.124867455533
p90_minus_mean,Both,all,3.46693650259,1,3653.29802283,0.344302960146,0.125466592917
p90_minus_mean,Both,all,3.50915273617,1,3115.30348269,0.344468331404,0.12597749971
p90_minus_mean,Both,all,3.52905654157,1,90.3311174249,0.344633702662,0.125992313927
p90_minus_mean,Both,all,3.54072424529,1,1.18353628838,0.344799073921,0.125992508026
p90_minus_mean,Both,all,3.56023329992,1,39.4544859187,0.344964445179,0.125998978524
p90_minus_mean,Both,all,3.59232187485,1,15.8799720938,0.345129816438,0.126001582824
p90_minus_mean,Both,all,3.59447853319,1,705.90999453,0.345295187696,0.126117351389
p90_minus_mean,Both,all,3.60503992842,1,4305.71332103,0.345460558955,0.126823484258
p90_minus_mean,Both,all,3.60730479916,1,1048.73273593,0.345625930213,0.126995475424
p90_minus_mean,Both,all,3.61118152517,1,2559.66328345,0.345791301472,0.127415257756
p90_minus_mean,Both,all,3.61903054334,1,918.759290984,0.34595667273,0.127565933401
p90_minus_mean,Both,all,3.63913060115,1,26.0399851028,0.346122043989,0.127570203934
p90_minus_mean,Both,all,3.66208976367,1,14.5201855966,0.346287415247,0.12757258523
p90_minus_mean,Both,all,3.68233604565,1,805.94051334,0.346452786506,0.127704758704
p90_minus_mean,Both,all,3.69624099147,1,61.5838167159,0.346618157764,0.127714858391
p90_minus_mean,Both,all,3.75670208188,1,6.54094585812,0.346783529023,0.1277159311
p90_minus_mean,Both,all,3.75761601828,1,340.631639411,0.346948900281,0.127771794364
p90_minus_mean,Both,all,3.77409650185,1,416.674879075,0.34711427154,0.127840128645
p90_minus_mean,Both,all,3.79338158887,1,3095.35886261,0.347279642798,0.12834776454
p90_minus_mean,Both,all,3.79346165322,1,171.738978729,0.347445014057,0.128375929569
p90_minus_mean,Both,all,3.79785926819,1,1557.77239493,0.347610385315,0.128631402752
p90_minus_mean,Both,all,3.85864808169,1,80.1903871362,0.347775756574,0.128644553899
p90_minus_mean,Both,all,3.87615447337,1,2642.06281242,0.347941127832,0.129077849675
p90_minus_mean,Both,all,3.92398055885,1,6.28311680096,0.34810649909,0.1290788801
p90_minus_mean,Both,all,3.93785503985,1,126.248114106,0.348271870349,0.12909958467
p90_minus_mean,Both,all,3.95219885864,1,199.389086597,0.348437241607,0.12913228429
p90_minus_mean,Both,all,3.96260134931,1,153.800723696,0.348602612866,0.129157507461
p90_minus_mean,Both,all,3.96925842833,1,35.9184301762,0.348767984124,0.12916339805
p90_minus_mean,Both,all,3.9846423045,1,7.45561819296,0.348933355383,0.129164620764
p90_minus_mean,Both,all,3.98503397837,1,196.173963787,0.349098726641,0.129196793106
p90_minus_mean,Both,all,4.02111706481,1,2177.84092918,0.3492640979,0.129553956937
p90_minus_mean,Both,all,4.04829692172,1,1921.6711897,0.349429469158,0.129869109175
p90_minus_mean,Both,all,4.06374167068,1,385.26743679,0.349594840417,0.129932292667
p90_minus_mean,Both,all,4.14612919772,1,1168.4233159,0.349760211675,0.130123912974
p90_minus_mean,Both,all,4.18832266526,1,1772.36088451,0.349925582934,0.130414578465
p90_minus_mean,Both,all,4.1934917809,1,2045.03827203,0.350090954192,0.130749962786
p90_minus_mean,Both,all,4.22417305509,1,344.495284868,0.350256325451,0.130806459684
p90_minus_mean,Both,all,4.2375057119,1,114.396095448,0.350421696709,0.130825220534
p90_minus_mean,Both,all,4.24362042498,1,412.317934575,0.350587067968,0.130892840281
p90_minus_mean,Both,all,4.25562894875,1,154.252156588,0.350752439226,0.130918137488
p90_minus_mean,Both,all,4.29538569333,1,195.300176419,0.350917810485,0.13095016653
p90_minus_mean,Both,all,4.33639511157,1,820.617284076,0.351083181743,0.13108474698
p90_minus_mean,Both,all,4.35646613958,1,98.206371853,0.351248553001,0.131100852731
p90_minus_mean,Both,all,4.36160384137,1,119.605987422,0.35141392426,0.131120467999
p90_minus_mean,Both,all,4.36910533081,1,1430.15140319,0.351579295518,0.131355011462
p90_minus_mean,Both,all,4.40388153304,1,31.6190883274,0.351744666777,0.131360196962
p90_minus_mean,Both,all,4.45429297508,1,2667.19560293,0.351910038035,0.131797614492
p90_minus_mean,Both,all,4.47192649511,1,392.476529061,0.352075409294,0.131861980267
p90_minus_mean,Both,all,4.4856546201,1,674.864570875,0.352240780552,0.131972657412
p90_minus_mean,Both,all,4.49020732785,1,2100.36420753,0.352406151811,0.132317115134
p90_minus_mean,Both,all,4.50229639943,1,534.593844081,0.352571523069,0.132404788014
p90_minus_mean,Both,all,4.50903606633,1,1243.30016266,0.352736894328,0.132608688052
p90_minus_mean,Both,all,4.51194222008,1,25.3141129341,0.352902265586,0.132612839542
p90_minus_mean,Both,all,4.54935718612,1,265.348202695,0.353067636845,0.132656356394
p90_minus_mean,Both,all,4.58602798222,1,657.128131507,0.353233008103,0.132764124779
p90_minus_mean,Both,all,4.59474901004,1,470.059113728,0.353398379362,0.132841214025
p90_minus_mean,Both,all,4.6548882894,1,3107.57348765,0.35356375062,0.133350853106
p90_minus_mean,Both,all,4.66096281864,1,1683.02093113,0.353729121879,0.13362686693
p90_minus_mean,Both,all,4.69643284809,1,7.0476310132,0.353894493137,0.133628022735
p90_minus_mean,Both,all,4.70483528664,1,1801.161576,0.354059864396,0.133923411512
p90_minus_mean,Both,all,4.70711504956,1,624.893787218,0.354225235654,0.134025893495
p90_minus_mean,Both,all,4.73815198914,1,39.1882654224,0.354390606913,0.134032320333
p90_minus_mean,Both,all,4.81679554235,1,11.1251830752,0.354555978171,0.134034144853
p90_minus_mean,Both,all,4.82350137268,1,679.573948558,0.354721349429,0.134145594331
p90_minus_mean,Both,all,4.83653643673,1,775.735233584,0.354886720688,0.134272814168
p90_minus_mean,Both,all,4.85566017934,1,3239.48265386,0.355052091946,0.134804086226
p90_minus_mean,Both,all,4.87455126602,1,807.382612774,0.355217463205,0.134936496203
p90_minus_mean,Both,all,4.8806445973,1,1157.66536938,0.355382834463,0.135126352217
p90_minus_mean,Both,all,4.89340030754,1,1157.50345745,0.355548205722,0.135316181678
p90_minus_mean,Both,all,4.89399562862,1,406.390527605,0.35571357698,0.135382829336
